PKLT_CD,PKLT_NM,ADDR,PKLT_TYPE,PRK_TYPE_NM,OPER_SE,OPER_SE_NM,TELNO,PRK_STTS_YN,PRK_STTS_NM,TPKCT,NOW_PRK_VHCL_CNT,NOW_PRK_VHCL_UPDT_TM,PAY_YN,PAY_YN_NM,NGHT_PAY_YN,NGHT_PAY_YN_NM,WD_OPER_BGNG_TM,WD_OPER_END_TM,WE_OPER_BGNG_TM,WE_OPER_END_TM,LHLDY_OPER_BGNG_TM,LHLDY_OPER_END_TM,SAT_CHGD_FREE_SE,SAT_CHGD_FREE_NM,LHLDY_CHGD_FREE_SE,LHLDY_CHGD_FREE_SE_NAME,PRD_AMT,STRT_PKLT_MNG_NO,BSC_PRK_CRG,BSC_PRK_HR,ADD_PRK_CRG,ADD_PRK_HR,BUS_BSC_PRK_CRG,BUS_BSC_PRK_HR,BUS_ADD_PRK_HR,BUS_ADD_PRK_CRG,DAY_MAX_CRG,SHRN_PKLT_MNG_NM,SHRN_PKLT_MNG_URL,SHRN_PKLT_YN,SHRN_PKLT_ETC
1510350,청계6(신평화시장앞) 공영주차장(시),중구 신당동 217-91 0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,3.0,2025-06-02 16:56:34,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1114016200219,450.0,5.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1510496,청계6(동평화) 공영주차장(시),중구 신당동 217-91 0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,4.0,2025-06-02 16:56:00,Y,유료,N,야간 미개방,0900,0100,0900,1500,0000,0000,N,무료,Y,유료,0,1114016200218,450.0,5.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1510632,청계5(방산동) 공영주차장(시),중구 방산동 52-1,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1.0,0.0,2024-10-15 13:06:16,Y,유료,N,야간 미개방,0900,0100,0900,1500,0000,0000,N,무료,Y,유료,0,1114015300219,750.0,5.0,750.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1511346,남대문시장3번게이트 이륜차 주차장(시),중구 남대문로3가 13-3 0,NS,노상 주차장,6,이륜차 전용 주차장,02)3396-6262,0,미연계중,1.0,0.0,,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,0,1114011600203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,*, ,*
1511365,서울스퀘어빌딩앞 이륜차 전용주차장(시),중구 남대문로5가 541-0 0,NS,노상 주차장,6,이륜차 전용 주차장,02)3396-6262,0,미연계중,1.0,0.0,,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,0,1114011800202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,*, ,*
1511395,남대문시장2번게이트앞 이륜차 주차장(시),중구 남대문로4가 3-6 0,NS,노상 주차장,6,이륜차 전용 주차장,02)3396-6262,0,미연계중,1.0,0.0,,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,0,1114011700206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,*, ,*
1511592,소파길노상 공영주차장(시),중구 회현동1가 1-19,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1.0,0.0,2023-03-01 00:00:16,Y,유료,N,야간 미개방,0900,2100,0900,2100,0900,2100,N,무료,N,무료,0,1114012100010,330.0,5.0,330.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1511816,마른내길 공영주차장(시),중구 인현동1가 87-10,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,12.0,2025-06-02 16:56:31,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1114016000212,680.0,5.0,680.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1511971,남산파출소 공영주차장(시),중구 회현동1가 1-16,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1.0,0.0,2024-10-08 13:02:51,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,,1114012100009,330.0,5.0,330.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1512095,남산공원 소파로 관광버스전용 주차장(시),중구 남창동 205-107,NS,노상 주차장,4,버스전용 주차장,02-2290-6449,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,13.0,2025-06-02 16:56:02,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,0,1114011200187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1512125,청계8가 공영주차장(시),중구 흥인동 162-1 0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,6.0,2025-06-02 16:56:03,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1114016300018,500.0,5.0,500.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1512129,청계3(동호로) 공영주차장(시),중구 방산동 4-47 0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,5.0,2025-06-02 16:56:34,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1114015300217,750.0,5.0,750.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1512161,소파로케이블카앞 관광버스전용 주차장(시),중구 회현동1가 1-15,NS,노상 주차장,4,버스전용 주차장,02-2290-6449,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,1.0,2025-06-02 16:56:02,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,0,1114012100202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1540689,청계8가(남) 공영주차장(시),성동구 상왕십리동 12-47,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,38.0,2025-06-02 16:56:00,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1120010100349,450.0,5.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1545252,문래1동 공영주차장(시),영등포구 문래동3가 54-12,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,9.0,2025-06-02 16:56:37,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,,1156012100056,130.0,5.0,130.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1545259,영등포로터리 공영주차장(시),영등포구 영등포동1가 111-1,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,4.0,2024-10-07 10:46:59,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,,1156010200030,130.0,5.0,130.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1549662,장충단로(한남광장) 관광버스전용 주차장(시),용산구 한남동 9-19,NS,노상 주차장,4,버스전용 주차장,02-2290-6449,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,1.0,2025-06-02 16:56:02,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,0,1117013100002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1551145,양평동(동) 공영주차장(시),영등포구 양평동5가 44-1,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1.0,0.0,2024-02-20 18:29:07,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1156012900003,130.0,5.0,130.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1561603,여의서로 공영주차장(시),영등포구 여의도동 8-1,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,39.0,2025-06-02 16:56:38,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,,1156011000122,160.0,5.0,160.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1562029,대림역 공영주차장(시),영등포구 대림동 808-24,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,11.0,2025-06-02 16:56:37,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,2400,N,무료,N,무료,0,1156013300113,260.0,5.0,260.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1566690,남대문시장자유상가앞 이륜차 주차장(시),중구 남대문로3가 13-3 0,NS,노상 주차장,6,이륜차 전용 주차장,02)3396-6262,0,미연계중,1.0,0.0,,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,0,1114011600205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,*, ,*
1566861,남대문시장알파문구앞 이륜차 주차장(시),중구 남대문로4가 3-6 0,NS,노상 주차장,6,이륜차 전용 주차장,02)3396-6262,0,미연계중,1.0,0.0,,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,0,1114011700205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,*, ,*
1566863,남대문시장연세상가앞 이륜차 주차장(시),중구 남창동 235-1 0,NS,노상 주차장,6,이륜차 전용 주차장,02)3396-6262,0,미연계중,1.0,0.0,,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,0,1114011200205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,*, ,*
1575315,남부여성발전센터 공영주차장(시),금천구 시흥동 139-2,NW,노외 주차장,1,시간제 주차장,02-1588-1054,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),128.0,103.0,2025-06-02 16:56:30,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,N,무료,N,무료,80000,,120.0,5.0,120.0,5.0,0.0,0.0,0.0,0.0,8600.0,*,*,N,*
1575751,신방화역 공영주차장(시),강서구 마곡동 739-0,NW,노외 주차장,1,시간제 주차장,02-3405-4581,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),199.0,177.0,2025-06-02 16:56:30,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,N,무료,N,무료,91000,,170.0,5.0,170.0,5.0,0.0,0.0,0.0,0.0,12200.0,*,*,N,*
1576126,진흥로 공영주차장(시),은평구 역촌동 41-8,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,9.0,2025-06-02 16:56:32,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,,1138010800018,200.0,5.0,200.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1576208,온수역(남) 공영주차장(시),구로구 온수동 51-26,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,23.0,2025-06-02 16:56:35,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,70000,1153011000007,170.0,5.0,170.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1576313,옥수역 공영주차장(시),성동구 옥수동 401-1,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,13.0,2025-06-02 16:56:00,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,70000,1120011300107,170.0,5.0,170.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1576347,돈화문로 공영주차장(시),중구 을지로3가 296-24,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,19.0,2025-06-02 16:56:30,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1114015500048,750.0,5.0,750.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1576512,도봉로 15길 공영주차장(시),강북구 미아동 458-7,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,11.0,2025-06-02 16:56:31,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1130510100001,200.0,5.0,200.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1576530,원효대교 남단 공영주차장(시),영등포구 여의도동 5-0,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,6.0,2025-06-02 16:56:38,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,N,무료,N,무료,,1156011000135,160.0,5.0,160.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1576703,가양라이품 공영주차장(시),강서구 가양동 1457-1,NW,노외 주차장,1,시간제 주차장,02-2290-6144,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),38.0,23.0,2025-06-02 16:56:30,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,N,무료,N,무료,91000,,170.0,5.0,170.0,5.0,0.0,0.0,0.0,0.0,12200.0,*,*,N,*
1577094,마른내로 공영주차장(시),중구 오장동 69-3,NS,노상 주차장,1,시간제 주차장,02-2273-0006,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,9.0,2025-06-02 16:56:00,Y,유료,N,야간 미개방,0900,1800,0000,0000,0000,0000,Y,유료,Y,유료,0,1114015400221,620.0,5.0,620.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1582612,창경궁로2 관광버스 주차허용 구간(시),종로구 와룡동 2-86 (홍화문~선인문),NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1.0,0.0,,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,0,1111013000099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1582627,APM플레이스 앞 관광버스 주차허용 구간(시),중구 을지로7가 112-3,NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1.0,0.0,,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,0,1114014900001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1582645,세종대로3 관광버스 승하차 허용 구간(시),중구 태평로2가 113-1 (신협 ~ 세븐일레븐),NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1.0,0.0,,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,0,1114011400002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1582666,토정로 관광버스 주차허용 구간(시),마포구 합정동 5-12,NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1.0,0.0,,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,0,1144012200002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1582684,모래내로 관광버스 주차허용 구간(시),서대문구 남가좌동 318-11,NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1.0,0.0,,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,0,1141012000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1583447,청계8가(북) 공영주차장(시),동대문구 신설동 109-2,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,20.0,2025-06-02 16:56:30,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1123010100002,450.0,5.0,450.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1583862,보라매상업 공영주차장(시),동작구 신대방동 431-3,NW,노외 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),58.0,63.0,2025-06-02 16:56:30,Y,유료,N,야간 미개방,0900,2100,0900,2100,0900,2100,N,무료,N,무료,162000,,220.0,5.0,220.0,5.0,0.0,0.0,0.0,0.0,15800.0,*,*,N,*
1584724,세종대로1 관광버스 승하차 허용 구간(시),중구 태평로1가 60-22 (코리아나호텔 주차장 입구 ~ 시의회 앞),NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1.0,0.0,,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,0,1114010300014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1584731,세종대로2 관광버스 승하차 허용 구간(시),중구 정동 5-5 (정동 5-5(시청역 2번 출구 앞),NS,노상 주차장,4,버스전용 주차장,02)2133-2357,0,미연계중,1.0,0.0,,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,0,1114016700005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1585237,영동6교밑 공영주차장(시),강남구 대치동 512-1,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,21.0,2025-06-02 16:56:39,Y,유료,N,야간 미개방,0900,1900,0900,1700,0900,1700,N,무료,N,무료,0,1168010600031,260.0,5.0,260.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1586294,배오개길 공영주차장(시),중구 예관동 22-1,NS,노상 주차장,1,시간제 주차장,02-2274-2009,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,11.0,2025-06-02 16:56:31,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,,1114013500212,680.0,5.0,680.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1588341,신월4동 공영주차장(시),양천구 신월동 411-1,NW,노외 주차장,1,시간제 주차장,02-2290-6311,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),46.0,14.0,2025-06-02 16:56:30,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,N,무료,N,무료,80000,,120.0,5.0,120.0,5.0,0.0,0.0,0.0,0.0,8600.0,*,*,N,*
1594991,삼각지고가밑 공영주차장(시),용산구 문배동 12-1,NS,노상 주차장,1,시간제 주차장,,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1.0,7.0,2025-06-02 16:56:30,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1117012200001,250.0,5.0,250.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1912211,남산소파길 공영주차장(시),중구 예장동 8-172,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1.0,0.0,,Y,유료,N,야간 미개방,0900,2100,0900,2100,0900,2100,N,무료,N,무료,0,1114014200010,250.0,5.0,250.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1913385,남산예장 관광버스전용 주차장(시),중구 예장동 4-1,NW,노외 주차장,4,버스전용 주차장,02-2290-7227,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),39.0,14.0,2025-06-02 16:56:30,Y,유료,N,야간 미개방,0600,2400,0600,2400,0600,2400,N,무료,N,무료,0,,6000.0,120.0,500.0,5.0,6000.0,120.0,500.0,5.0,0.0,*,*,N,*
1913393,장안1동 공영주차장(시),동대문구 장안동 392-3,NW,노외 주차장,1,시간제 주차장,02-3405-4598,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),71.0,61.0,2025-06-02 16:56:30,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,N,무료,N,무료,90000,,130.0,5.0,130.0,5.0,0.0,0.0,0.0,0.0,9300.0,*,*,N,*
1913415,면목유수지 공영주차장(시),중랑구 면목동 168-2,NW,노외 주차장,1,시간제 주차장,,0,미연계중,567.0,0.0,,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,N,무료,N,무료,0,,100.0,5.0,100.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1913605,훈련원공원 앞 관광버스 전용 주차장(시),중구 을지로5가 40-2,NS,노상 주차장,4,버스전용 주차장,,0,미연계중,1.0,0.0,,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,0,1114015100001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1913613,DDP 유어스빌딩 앞 관광버스 주차허용 구간(시),중구 신당동 204-92,NS,노상 주차장,4,버스전용 주차장,,0,미연계중,1.0,0.0,,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,0,1114016200006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1913615,성촌공원 남측 관광버스 주차허용 구간(시),용산구 이촌동 173-1,NS,노상 주차장,4,버스전용 주차장,,0,미연계중,1.0,0.0,,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,,1117012900003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1913619,성암로 관광버스 주차허용 구간(시),마포구 상암동 1695-0,NS,노상 주차장,4,버스전용 주차장,,0,미연계중,1.0,0.0,,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,0,1144012700061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1913626,이태원 입구 관광버스 승하차 허용 구간(시),용산구 이태원동 56-4,NS,노상 주차장,4,버스전용 주차장,,0,미연계중,1.0,0.0,,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,,1117013000141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1913645,신세계면세점 명동점 앞 관광버스 승하차 허용 구간(시),중구 충무로1가 52-47 (신세계면세점 명동점 옆),NS,노상 주차장,4,버스전용 주차장,,0,미연계중,1.0,0.0,,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,,1114012400001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1915134,효자로 관광버스 주차허용 구간(시),종로구 궁정동 15-0 (청운효자동 주민센터 ~ 무궁화동산 앞),NS,노상 주차장,4,버스전용 주차장,02-2133-2357,0,미연계중,1.0,0.0,,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,0,1111010300001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
1915194,여의도공원 공영주차장(시),영등포구 여의도동 2-11,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1.0,0.0,,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,0,1156011000081,300.0,5.0,300.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
2872802,유료주차장(시),성동구 성수동2가 273-15,NW,노외 주차장,1,시간제 주차장,,0,미연계중,19.0,0.0,,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,N,무료,N,무료,,,500.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
2904721,일원터널(시),강남구 일원동 722-1,NW,노외 주차장,1,시간제 주차장,02-2290-6449,0,미연계중,11.0,0.0,,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,N,무료,N,무료,70000,,130.0,5.0,130.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
2909030,마장동 공영주차장(시),성동구 마장동 459-6,NW,노외 주차장,1,시간제 주차장,02-2290-6449,0,미연계중,10.0,0.0,,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,N,무료,N,무료,80000,,120.0,5.0,120.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
2983079,난지중앙로노상공영주차장(시),마포구 상암동 481-94 ,NS,노상 주차장,1,시간제 주차장,,0,미연계중,1.0,0.0,,Y,유료,N,야간 미개방,0900,2200,0900,2200,0900,2200,N,무료,N,무료,,1144012700003,150.0,5.0,150.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
2988461,목동노외 공영주차장(시),양천구 목동 905-32,NW,노외 주차장,1,시간제 주차장,02-2664-1386,0,미연계중,48.0,0.0,,Y,유료,N,야간 미개방,0900,1900,0900,1500,0000,0000,N,무료,Y,유료,100000,,150.0,5.0,150.0,5.0,0.0,0.0,0.0,0.0,12000.0,*,*,N,*
3009241,방화우체국(시),강서구 방화동 824-0,NW,노외 주차장,1,시간제 주차장,,0,미연계중,18.0,0.0,,N,무료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
3039787,화양동공영주차장(시),광진구 화양동 63-2,NW,노외 주차장,1,시간제 주차장,02-469-2939,0,미연계중,44.0,0.0,,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,N,무료,N,무료,100000,,200.0,5.0,200.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
3068926,반포한강공원  반포2주차장(시),서초구 반포동 115-5,NW,노외 주차장,1,시간제 주차장,,0,미연계중,315.0,0.0,,Y,유료,N,야간 미개방,0600,2400,0600,2400,0600,2400,N,무료,N,무료,,,1000.0,30.0,200.0,10.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
3077801,성균관 유림회관(시),종로구 명륜3가 53-0,NW,노외 주차장,1,시간제 주차장,,0,미연계중,40.0,0.0,,Y,유료,N,야간 미개방,0000,0000,0000,0000,0000,0000,Y,유료,Y,유료,,,1500.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
3187200,반포천 공영주차장(파미에)(시),서초구 반포동 118-3,NW,노외 주차장,1,시간제 주차장,02-6282-0550,1,현재~20분이내 연계데이터 존재(현재 주차대수 표현),1186.0,255.0,2025-06-02 16:56:30,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,N,무료,N,무료,140000,,440.0,5.0,440.0,5.0,0.0,0.0,0.0,0.0,31600.0,*,*,N,*
3204473,중림종합복지센터 부설주차장(구_중림(제5))(시),중구 중림동 155-1,NW,노외 주차장,1,시간제 주차장,02-2280-8446,0,미연계중,95.0,0.0,,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,N,무료,N,무료,140000,,250.0,5.0,250.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
3204489,남산파출소공영주차장(시),중구 회현동1가 1-16,NW,노외 주차장,1,시간제 주차장,,0,미연계중,13.0,0.0,,Y,유료,N,야간 미개방,0900,2100,0900,2100,0900,2100,N,무료,N,무료,0,,330.0,5.0,330.0,5.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
3210880,용산구 한강로2가 2-39(시),용산구 한강로2가 2-39,NW,노외 주차장,1,시간제 주차장,,0,미연계중,12.0,0.0,,Y,유료,N,야간 미개방,0000,2400,0000,2400,0000,2400,N,무료,N,무료,,,4000.0,60.0,4000.0,60.0,0.0,0.0,0.0,0.0,0.0,*,*,N,*
